,DAY_OF_MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,OP_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN,DEST,DEP_TIME_BLK,CANCELLED,DIVERTED,DISTANCE,ORIGIN_CITY,ORIGIN_STATE_OR_REGION,ORIGIN_FULL_NAME,GMT_DEP,DEST_CITY,DEST_STATE_OR_REGION,DEST_FULL_NAME,GMT_ARR
450357,22,2,EV,EV,N15555,4443,TUL,ORD,1000-1059,1.0,0.0,585.0,Tulsa,OK,Oklahoma,6,Chicago,IL,Illinois,6
450358,22,2,EV,EV,N15555,4443,TUL,ORD,1000-1059,1.0,0.0,585.0,Tulsa,OK,Oklahoma,6,Chicago,IL,Illinois,6
450368,22,2,EV,EV,N884AS,4452,ORD,CID,1200-1259,1.0,0.0,196.0,Chicago,IL,Illinois,6,Cedar Rapids,IA,Iowa,6
450369,22,2,EV,EV,N884AS,4452,ORD,CID,1200-1259,1.0,0.0,196.0,Chicago,IL,Illinois,6,Cedar Rapids,IA,Iowa,6
450374,22,2,EV,EV,NONE,3986,CHA,ORD,0800-0859,1.0,0.0,500.0,Chattanooga,TN,Tennessee,5,Chicago,IL,Illinois,6
450375,22,2,EV,EV,NONE,3986,CHA,ORD,0800-0859,1.0,0.0,500.0,Chattanooga,TN,Tennessee,5,Chicago,IL,Illinois,6
450376,22,2,EV,EV,NONE,3978,CID,ORD,1200-1259,1.0,0.0,196.0,Cedar Rapids,IA,Iowa,6,Chicago,IL,Illinois,6
450377,22,2,EV,EV,NONE,3978,CID,ORD,1200-1259,1.0,0.0,196.0,Cedar Rapids,IA,Iowa,6,Chicago,IL,Illinois,6
450378,22,2,EV,EV,NONE,4427,LEX,ORD,1800-1859,1.0,0.0,323.0,Lexington,KY,Kentucky,5,Chicago,IL,Illinois,6
450379,22,2,EV,EV,NONE,4427,LEX,ORD,1800-1859,1.0,0.0,323.0,Lexington,KY,Kentucky,5,Chicago,IL,Illinois,6
450380,22,2,EV,EV,NONE,4194,OKC,ORD,1400-1459,1.0,0.0,693.0,Oklahoma City,OK,Oklahoma,6,Chicago,IL,Illinois,6
450381,22,2,EV,EV,NONE,4194,OKC,ORD,1400-1459,1.0,0.0,693.0,Oklahoma City,OK,Oklahoma,6,Chicago,IL,Illinois,6
450382,22,2,EV,EV,NONE,4401,ORD,CHA,1900-1959,1.0,0.0,500.0,Chicago,IL,Illinois,6,Chattanooga,TN,Tennessee,5
450383,22,2,EV,EV,NONE,4401,ORD,CHA,1900-1959,1.0,0.0,500.0,Chicago,IL,Illinois,6,Chattanooga,TN,Tennessee,5
450384,22,2,EV,EV,NONE,4213,ORD,CID,1000-1059,1.0,0.0,196.0,Chicago,IL,Illinois,6,Cedar Rapids,IA,Iowa,6
450385,22,2,EV,EV,NONE,4213,ORD,CID,1000-1059,1.0,0.0,196.0,Chicago,IL,Illinois,6,Cedar Rapids,IA,Iowa,6
450386,22,2,EV,EV,NONE,4406,ORD,LEX,1400-1459,1.0,0.0,323.0,Chicago,IL,Illinois,6,Lexington,KY,Kentucky,5
450387,22,2,EV,EV,NONE,4406,ORD,LEX,1400-1459,1.0,0.0,323.0,Chicago,IL,Illinois,6,Lexington,KY,Kentucky,5
450388,22,2,EV,EV,NONE,4273,ORD,OKC,1000-1059,1.0,0.0,693.0,Chicago,IL,Illinois,6,Oklahoma City,OK,Oklahoma,6
450389,22,2,EV,EV,NONE,4273,ORD,OKC,1000-1059,1.0,0.0,693.0,Chicago,IL,Illinois,6,Oklahoma City,OK,Oklahoma,6
450397,22,2,EV,EV,N862AS,3971,EWR,PVD,0700-0759,1.0,0.0,160.0,Newark,NJ,New Jersey,5,Providence,RI,Rhode Island,5
450398,22,2,EV,EV,N854AS,3972,ABE,ORD,1700-1759,1.0,0.0,654.0,Allentown,PA,Pennsylvania,5,Chicago,IL,Illinois,6
450399,22,2,EV,EV,N854AS,3972,ABE,ORD,1700-1759,1.0,0.0,654.0,Allentown,PA,Pennsylvania,5,Chicago,IL,Illinois,6
450400,22,2,EV,EV,N18556,3973,BTV,EWR,1700-1759,1.0,0.0,266.0,Burlington,VT,Vermont,5,Newark,NJ,New Jersey,5
450412,22,2,EV,EV,N13979,3988,ALB,ORD,1700-1759,1.0,0.0,723.0,Albany,NY,New York,5,Chicago,IL,Illinois,6
450413,22,2,EV,EV,N13979,3988,ALB,ORD,1700-1759,1.0,0.0,723.0,Albany,NY,New York,5,Chicago,IL,Illinois,6
450423,22,2,EV,EV,N871AS,3996,DSM,ORD,1300-1359,1.0,0.0,299.0,Des Moines,IA,Iowa,6,Chicago,IL,Illinois,6
450424,22,2,EV,EV,N871AS,3996,DSM,ORD,1300-1359,1.0,0.0,299.0,Des Moines,IA,Iowa,6,Chicago,IL,Illinois,6
450428,22,2,EV,EV,N16911,3999,CLE,ORD,1200-1259,1.0,0.0,315.0,Cleveland,OH,Ohio,5,Chicago,IL,Illinois,6
450429,22,2,EV,EV,N16911,3999,CLE,ORD,1200-1259,1.0,0.0,315.0,Cleveland,OH,Ohio,5,Chicago,IL,Illinois,6
450432,22,2,EV,EV,N905EV,4002,IND,ORD,1500-1559,1.0,0.0,177.0,Indianapolis,IN,Indiana,5,Chicago,IL,Illinois,6
450433,22,2,EV,EV,N905EV,4002,IND,ORD,1500-1559,1.0,0.0,177.0,Indianapolis,IN,Indiana,5,Chicago,IL,Illinois,6
450436,22,2,EV,EV,N18556,4006,EWR,DCA,2000-2059,1.0,0.0,199.0,Newark,NJ,New Jersey,5,Washington DC ,DC,District of Columbia,5
450451,22,2,EV,EV,N870AS,4023,CVG,ORD,1800-1859,1.0,0.0,264.0,Cincinnati,OH,Ohio,5,Chicago,IL,Illinois,6
450452,22,2,EV,EV,N870AS,4023,CVG,ORD,1800-1859,1.0,0.0,264.0,Cincinnati,OH,Ohio,5,Chicago,IL,Illinois,6
450456,22,2,EV,EV,N12569,4026,ORD,RIC,2100-2159,1.0,0.0,642.0,Chicago,IL,Illinois,6,Richmond,VA,Virginia,5
450457,22,2,EV,EV,N12569,4026,ORD,RIC,2100-2159,1.0,0.0,642.0,Chicago,IL,Illinois,6,Richmond,VA,Virginia,5
450473,22,2,EV,EV,N29917,4043,BTV,ORD,1600-1659,1.0,0.0,763.0,Burlington,VT,Vermont,5,Chicago,IL,Illinois,6
450474,22,2,EV,EV,N29917,4043,BTV,ORD,1600-1659,1.0,0.0,763.0,Burlington,VT,Vermont,5,Chicago,IL,Illinois,6
450483,22,2,EV,EV,N11107,4053,ORD,FNT,2100-2159,1.0,0.0,223.0,Chicago,IL,Illinois,6,Flint,MI,Michigan,5
450484,22,2,EV,EV,N11107,4053,ORD,FNT,2100-2159,1.0,0.0,223.0,Chicago,IL,Illinois,6,Flint,MI,Michigan,5
450489,22,2,EV,EV,N868AS,4058,ORD,GSO,0800-0859,1.0,0.0,589.0,Chicago,IL,Illinois,6,Greensboro,NC,North Carolina,5
450490,22,2,EV,EV,N868AS,4058,ORD,GSO,0800-0859,1.0,0.0,589.0,Chicago,IL,Illinois,6,Greensboro,NC,North Carolina,5
450493,22,2,EV,EV,N12569,4062,ICT,ORD,1500-1559,1.0,0.0,588.0,Wichita,KS,Kansas,6,Chicago,IL,Illinois,6
450494,22,2,EV,EV,N12569,4062,ICT,ORD,1500-1559,1.0,0.0,588.0,Wichita,KS,Kansas,6,Chicago,IL,Illinois,6
450506,22,2,EV,EV,N854AS,4074,ORD,TYS,2100-2159,1.0,0.0,475.0,Chicago,IL,Illinois,6,Knoxville,TN,Tennessee,5
450507,22,2,EV,EV,N854AS,4074,ORD,TYS,2100-2159,1.0,0.0,475.0,Chicago,IL,Illinois,6,Knoxville,TN,Tennessee,5
450510,22,2,EV,EV,N881AS,4079,CLE,BOS,0700-0759,1.0,0.0,563.0,Cleveland,OH,Ohio,5,Boston,MA,Massachusetts,5
450513,22,2,EV,EV,N29917,4083,ORD,MEM,1900-1959,1.0,0.0,491.0,Chicago,IL,Illinois,6,Memphis,TN,Tennessee,6
450514,22,2,EV,EV,N29917,4083,ORD,MEM,1900-1959,1.0,0.0,491.0,Chicago,IL,Illinois,6,Memphis,TN,Tennessee,6
450526,22,2,EV,EV,N29917,4092,CAK,EWR,0600-0659,1.0,0.0,382.0,Akron,OH,Ohio,5,Newark,NJ,New Jersey,5
450529,22,2,EV,EV,N11107,4095,MKE,ORD,1800-1859,1.0,0.0,67.0,Milwaukee,WI,Wisconsin,6,Chicago,IL,Illinois,6
450530,22,2,EV,EV,N11107,4095,MKE,ORD,1800-1859,1.0,0.0,67.0,Milwaukee,WI,Wisconsin,6,Chicago,IL,Illinois,6
450537,22,2,EV,EV,N12163,4103,PNS,ORD,1400-1459,1.0,0.0,794.0,Pensacola,FL,Florida,6,Chicago,IL,Illinois,6
450538,22,2,EV,EV,N12163,4103,PNS,ORD,1400-1459,1.0,0.0,794.0,Pensacola,FL,Florida,6,Chicago,IL,Illinois,6
450555,23,3,9E,9E,N195PQ,3454,DTW,SYR,1000-1059,1.0,0.0,374.0,Detroit,MI,Michigan,5,Syracuse,NY,New York,5
450556,23,3,9E,9E,N195PQ,3454,SYR,DTW,1200-1259,1.0,0.0,374.0,Syracuse,NY,New York,5,Detroit,MI,Michigan,5
450568,23,3,9E,9E,N916XJ,3465,DTW,GRR,1700-1759,1.0,0.0,120.0,Detroit,MI,Michigan,5,Grand Rapids,MI,Michigan,5
450569,23,3,9E,9E,N916XJ,3465,GRR,DTW,1900-1959,1.0,0.0,120.0,Grand Rapids,MI,Michigan,5,Detroit,MI,Michigan,5
450571,23,3,9E,9E,N8970D,3467,CMH,DTW,1200-1259,1.0,0.0,155.0,Columbus,OH,Ohio,5,Detroit,MI,Michigan,5
450572,23,3,9E,9E,N8970D,3467,DTW,CMH,1000-1059,1.0,0.0,155.0,Detroit,MI,Michigan,5,Columbus,OH,Ohio,5
450579,23,3,9E,9E,N294PQ,3475,BUF,JFK,0001-0559,1.0,0.0,301.0,Buffalo,NY,New York,5,New York,NY,New York,5
450584,23,3,9E,9E,N832AY,3480,DTW,TYS,1000-1059,1.0,0.0,443.0,Detroit,MI,Michigan,5,Knoxville,TN,Tennessee,5
450587,23,3,9E,9E,N8839E,3482,DTW,TVC,1200-1259,1.0,0.0,207.0,Detroit,MI,Michigan,5,Traverse City,MI,Michigan,5
450600,23,3,9E,9E,N8775A,3495,TYS,DTW,0600-0659,1.0,0.0,443.0,Knoxville,TN,Tennessee,5,Detroit,MI,Michigan,5
450638,23,3,9E,9E,N582CA,5028,BOS,PHL,0600-0659,1.0,0.0,280.0,Boston,MA,Massachusetts,5,Philadelphia,PA,Pennsylvania,5
450676,23,3,9E,9E,N604LR,5065,CVG,DTW,0600-0659,1.0,0.0,229.0,Cincinnati,OH,Ohio,5,Detroit,MI,Michigan,5
450679,23,3,9E,9E,N153PQ,5068,MLI,ATL,0600-0659,1.0,0.0,633.0,Moline,IL,Illinois,6,Atlanta,GA,Georgia,5
450731,23,3,9E,9E,N195PQ,5107,ALB,DTW,0001-0559,1.0,0.0,489.0,Albany,NY,New York,5,Detroit,MI,Michigan,5
450739,23,3,9E,9E,N336PQ,5112,DTW,BUF,0800-0859,1.0,0.0,241.0,Detroit,MI,Michigan,5,Buffalo,NY,New York,5
450804,23,3,NK,NK,N628NK,213,DTW,DFW,1200-1259,1.0,0.0,986.0,Detroit,MI,Michigan,5,Dallas,TX,Texas,6
450839,23,3,NK,NK,N620NK,316,DTW,LGA,0600-0659,1.0,0.0,502.0,Detroit,MI,Michigan,5,New York,NY,New York,5
450854,23,3,NK,NK,N663NK,345,DTW,MSP,0800-0859,1.0,0.0,528.0,Detroit,MI,Michigan,5,Minneapolis,MN,Minnesota,6
450871,23,3,NK,NK,N682NK,388,LAS,DTW,1300-1359,1.0,0.0,1749.0,Las Vegas,NV,Nevada,8,Detroit,MI,Michigan,5
450901,23,3,9E,9E,N832AY,5275,TYS,DTW,0700-0759,1.0,0.0,443.0,Knoxville,TN,Tennessee,5,Detroit,MI,Michigan,5
450965,23,3,9E,9E,N8969A,5330,CWA,DTW,1300-1359,1.0,0.0,363.0,Wausau,WI,Wisconsin,6,Detroit,MI,Michigan,5
450966,23,3,9E,9E,N8969A,5330,DTW,CWA,1200-1259,1.0,0.0,363.0,Detroit,MI,Michigan,5,Wausau,WI,Wisconsin,6
451192,23,3,AA,AA,N9006,2259,DTW,ORD,0700-0759,1.0,0.0,235.0,Detroit,MI,Michigan,5,Chicago,IL,Illinois,6
451193,23,3,AA,AA,N9006,2259,DTW,ORD,0700-0759,1.0,0.0,235.0,Detroit,MI,Michigan,5,Chicago,IL,Illinois,6
451251,23,3,AA,AA,N305NX,2315,ORD,PIT,1600-1659,1.0,0.0,413.0,Chicago,IL,Illinois,6,Pittsburgh,PA,Pennsylvania,5
451252,23,3,AA,AA,N305NX,2315,ORD,PIT,1600-1659,1.0,0.0,413.0,Chicago,IL,Illinois,6,Pittsburgh,PA,Pennsylvania,5
451253,23,3,AA,AA,N305NX,2315,PIT,ORD,2000-2059,1.0,0.0,413.0,Pittsburgh,PA,Pennsylvania,5,Chicago,IL,Illinois,6
451254,23,3,AA,AA,N305NX,2315,PIT,ORD,2000-2059,1.0,0.0,413.0,Pittsburgh,PA,Pennsylvania,5,Chicago,IL,Illinois,6
451312,23,3,MQ,MQ,N257NN,3986,DSM,ORD,0001-0559,1.0,0.0,299.0,Des Moines,IA,Iowa,6,Chicago,IL,Illinois,6
451313,23,3,MQ,MQ,N257NN,3986,DSM,ORD,0001-0559,1.0,0.0,299.0,Des Moines,IA,Iowa,6,Chicago,IL,Illinois,6
451365,23,3,MQ,MQ,N543EA,4012,ORD,STL,1600-1659,1.0,0.0,258.0,Chicago,IL,Illinois,6,St. Louis,MO,Missouri,6
451366,23,3,MQ,MQ,N543EA,4012,ORD,STL,1600-1659,1.0,0.0,258.0,Chicago,IL,Illinois,6,St. Louis,MO,Missouri,6
451367,23,3,MQ,MQ,N543EA,4012,STL,ORD,1800-1859,1.0,0.0,258.0,St. Louis,MO,Missouri,6,Chicago,IL,Illinois,6
451368,23,3,MQ,MQ,N543EA,4012,STL,ORD,1800-1859,1.0,0.0,258.0,St. Louis,MO,Missouri,6,Chicago,IL,Illinois,6
451393,23,3,AA,AA,N756US,549,DTW,PHX,1000-1059,1.0,0.0,1671.0,Detroit,MI,Michigan,5,Phoenix,AZ,Arizona,7
451484,23,3,AA,AA,N710UW,1642,DTW,CLT,0800-0859,1.0,0.0,500.0,Detroit,MI,Michigan,5,Charlotte,NC,North Carolina,5
451496,23,3,AA,AA,N958UW,1652,BOS,PHL,1800-1859,1.0,0.0,280.0,Boston,MA,Massachusetts,5,Philadelphia,PA,Pennsylvania,5
451569,23,3,AA,AA,N926AN,1535,SJC,ORD,0700-0759,1.0,0.0,1829.0,San Jose,CA,California,8,Chicago,IL,Illinois,6
451570,23,3,AA,AA,N926AN,1535,SJC,ORD,0700-0759,1.0,0.0,1829.0,San Jose,CA,California,8,Chicago,IL,Illinois,6
451573,23,3,AA,AA,N909NN,1540,SEA,ORD,0001-0559,1.0,0.0,1721.0,Seattle,WA,Washington,8,Chicago,IL,Illinois,6
451574,23,3,AA,AA,N909NN,1540,SEA,ORD,0001-0559,1.0,0.0,1721.0,Seattle,WA,Washington,8,Chicago,IL,Illinois,6
451648,23,3,AA,AA,N924NN,985,DCA,ORD,1200-1259,1.0,0.0,612.0,Washington DC ,DC,District of Columbia,5,Chicago,IL,Illinois,6
451649,23,3,AA,AA,N924NN,985,DCA,ORD,1200-1259,1.0,0.0,612.0,Washington DC ,DC,District of Columbia,5,Chicago,IL,Illinois,6
451657,23,3,AA,AA,N968NN,1002,ORD,DCA,0900-0959,1.0,0.0,612.0,Chicago,IL,Illinois,6,Washington DC ,DC,District of Columbia,5
451658,23,3,AA,AA,N968NN,1002,ORD,DCA,0900-0959,1.0,0.0,612.0,Chicago,IL,Illinois,6,Washington DC ,DC,District of Columbia,5
451674,23,3,AA,AA,N818NN,1020,DTW,MIA,0600-0659,1.0,0.0,1145.0,Detroit,MI,Michigan,5,Miami,FL,Florida,5
451744,23,3,MQ,MQ,N800AE,3466,CLT,GSO,0900-0959,1.0,0.0,83.0,Charlotte,NC,North Carolina,5,Greensboro,NC,North Carolina,5
451764,23,3,MQ,MQ,N222NS,3479,MSN,ORD,0001-0559,1.0,0.0,109.0,Madison,WI,Wisconsin,6,Chicago,IL,Illinois,6
451765,23,3,MQ,MQ,N222NS,3479,MSN,ORD,0001-0559,1.0,0.0,109.0,Madison,WI,Wisconsin,6,Chicago,IL,Illinois,6
451782,23,3,MQ,MQ,N905JH,3492,ORD,MLI,1000-1059,1.0,0.0,139.0,Chicago,IL,Illinois,6,Moline,IL,Illinois,6
451783,23,3,MQ,MQ,N905JH,3492,ORD,MLI,1000-1059,1.0,0.0,139.0,Chicago,IL,Illinois,6,Moline,IL,Illinois,6
451802,23,3,MQ,MQ,N689EC,3514,TYS,ORD,0600-0659,1.0,0.0,475.0,Knoxville,TN,Tennessee,5,Chicago,IL,Illinois,6
451803,23,3,MQ,MQ,N689EC,3514,TYS,ORD,0600-0659,1.0,0.0,475.0,Knoxville,TN,Tennessee,5,Chicago,IL,Illinois,6
451825,23,3,MQ,MQ,N535EA,3535,MQT,ORD,0800-0859,1.0,0.0,303.0,Marquette,MI,Michigan,5,Chicago,IL,Illinois,6
451826,23,3,MQ,MQ,N535EA,3535,MQT,ORD,0800-0859,1.0,0.0,303.0,Marquette,MI,Michigan,5,Chicago,IL,Illinois,6
451856,23,3,MQ,MQ,N689EC,3556,ORD,MDT,0800-0859,1.0,0.0,594.0,Chicago,IL,Illinois,6,Harrisburg,PA,Pennsylvania,5
451857,23,3,MQ,MQ,N689EC,3556,ORD,MDT,0800-0859,1.0,0.0,594.0,Chicago,IL,Illinois,6,Harrisburg,PA,Pennsylvania,5
451861,23,3,MQ,MQ,N543EA,3559,MEM,ORD,0001-0559,1.0,0.0,491.0,Memphis,TN,Tennessee,6,Chicago,IL,Illinois,6
451862,23,3,MQ,MQ,N543EA,3559,MEM,ORD,0001-0559,1.0,0.0,491.0,Memphis,TN,Tennessee,6,Chicago,IL,Illinois,6
451942,23,3,MQ,MQ,N228NN,4034,ORD,SAT,0900-0959,1.0,0.0,1041.0,Chicago,IL,Illinois,6,San Antonio,TX,Texas,6
451943,23,3,MQ,MQ,N228NN,4034,ORD,SAT,0900-0959,1.0,0.0,1041.0,Chicago,IL,Illinois,6,San Antonio,TX,Texas,6
451989,23,3,OH,OH,NONE,5344,GSP,CLT,0001-0559,1.0,0.0,75.0,Greenville,SC,South Carolina,5,Charlotte,NC,North Carolina,5
451993,23,3,OH,OH,NONE,5348,AVL,CLT,0001-0559,1.0,0.0,91.0,Asheville,NC,North Carolina,5,Charlotte,NC,North Carolina,5
452026,23,3,OH,OH,N537EA,5373,DCA,DTW,0800-0859,1.0,0.0,405.0,Washington DC ,DC,District of Columbia,5,Detroit,MI,Michigan,5
452027,23,3,OH,OH,N537EA,5373,DTW,DCA,1000-1059,1.0,0.0,405.0,Detroit,MI,Michigan,5,Washington DC ,DC,District of Columbia,5
452038,23,3,OH,OH,N599NN,5384,GSO,CLT,0700-0759,1.0,0.0,83.0,Greensboro,NC,North Carolina,5,Charlotte,NC,North Carolina,5
452088,23,3,OH,OH,NONE,5429,LIT,CLT,0700-0759,1.0,0.0,640.0,Little Rock,AR,Arkansas,6,Charlotte,NC,North Carolina,5
452115,23,3,OH,OH,NONE,5453,MYR,CLT,0001-0559,1.0,0.0,157.0,Myrtle Beach,SC,South Carolina,5,Charlotte,NC,North Carolina,5
452168,23,3,OH,OH,N519AE,5044,AVL,CLT,1100-1159,1.0,0.0,91.0,Asheville,NC,North Carolina,5,Charlotte,NC,North Carolina,5
452169,23,3,OH,OH,N705PS,5044,CLT,AVL,0900-0959,1.0,0.0,91.0,Charlotte,NC,North Carolina,5,Asheville,NC,North Carolina,5
452180,23,3,NK,NK,N622NK,475,LGA,DTW,0900-0959,1.0,0.0,502.0,New York,NY,New York,5,Detroit,MI,Michigan,5
452185,23,3,NK,NK,N645NK,480,JAX,DTW,1000-1059,1.0,0.0,813.0,Jacksonville,FL,Florida,5,Detroit,MI,Michigan,5
452197,23,3,NK,NK,N682NK,511,DTW,LAS,1000-1059,1.0,0.0,1749.0,Detroit,MI,Michigan,5,Las Vegas,NV,Nevada,8
452237,23,3,NK,NK,N645NK,465,DTW,JAX,0700-0759,1.0,0.0,813.0,Detroit,MI,Michigan,5,Jacksonville,FL,Florida,5
452250,23,3,OO,OO,N903SW,5088,ORD,UIN,1500-1559,1.0,0.0,222.0,Chicago,IL,Illinois,6,Quincy,IL,Illinois,6
452251,23,3,OO,OO,N903SW,5088,ORD,UIN,1500-1559,1.0,0.0,222.0,Chicago,IL,Illinois,6,Quincy,IL,Illinois,6
452273,23,3,OO,OO,N903SW,5121,UIN,ORD,1700-1759,1.0,0.0,222.0,Quincy,IL,Illinois,6,Chicago,IL,Illinois,6
452274,23,3,OO,OO,N903SW,5121,UIN,ORD,1700-1759,1.0,0.0,222.0,Quincy,IL,Illinois,6,Chicago,IL,Illinois,6
452300,23,3,OO,OO,N983SW,5156,SPI,ORD,0001-0559,1.0,0.0,174.0,Springfield,IL,Illinois,6,Chicago,IL,Illinois,6
452301,23,3,OO,OO,N983SW,5156,SPI,ORD,0001-0559,1.0,0.0,174.0,Springfield,IL,Illinois,6,Chicago,IL,Illinois,6
452306,23,3,OO,OO,N917SW,5162,AVL,ORD,0001-0559,1.0,0.0,536.0,Asheville,NC,North Carolina,5,Chicago,IL,Illinois,6
452307,23,3,OO,OO,N917SW,5162,AVL,ORD,0001-0559,1.0,0.0,536.0,Asheville,NC,North Carolina,5,Chicago,IL,Illinois,6
452377,23,3,OO,OO,N114SY,5236,DCA,ORD,1400-1459,1.0,0.0,612.0,Washington DC ,DC,District of Columbia,5,Chicago,IL,Illinois,6
452378,23,3,OO,OO,N114SY,5236,DCA,ORD,1400-1459,1.0,0.0,612.0,Washington DC ,DC,District of Columbia,5,Chicago,IL,Illinois,6
452382,23,3,OO,OO,N923SW,5240,ORD,BHM,1500-1559,1.0,0.0,583.0,Chicago,IL,Illinois,6,Birmingham,AL,Alabama,6
452383,23,3,OO,OO,N923SW,5240,ORD,BHM,1500-1559,1.0,0.0,583.0,Chicago,IL,Illinois,6,Birmingham,AL,Alabama,6
452384,23,3,OO,OO,N929EV,5241,FNT,ORD,1000-1059,1.0,0.0,223.0,Flint,MI,Michigan,5,Chicago,IL,Illinois,6
452385,23,3,OO,OO,N929EV,5241,FNT,ORD,1000-1059,1.0,0.0,223.0,Flint,MI,Michigan,5,Chicago,IL,Illinois,6
452386,23,3,OO,OO,N207SY,5242,DTW,ORD,1400-1459,1.0,0.0,235.0,Detroit,MI,Michigan,5,Chicago,IL,Illinois,6
452387,23,3,OO,OO,N207SY,5242,DTW,ORD,1400-1459,1.0,0.0,235.0,Detroit,MI,Michigan,5,Chicago,IL,Illinois,6
452403,23,3,OO,OO,N929EV,5257,ORD,FNT,0700-0759,1.0,0.0,223.0,Chicago,IL,Illinois,6,Flint,MI,Michigan,5
452404,23,3,OO,OO,N929EV,5257,ORD,FNT,0700-0759,1.0,0.0,223.0,Chicago,IL,Illinois,6,Flint,MI,Michigan,5
452406,23,3,OO,OO,N917SW,5259,CHA,ORD,1700-1759,1.0,0.0,500.0,Chattanooga,TN,Tennessee,5,Chicago,IL,Illinois,6
452407,23,3,OO,OO,N917SW,5259,CHA,ORD,1700-1759,1.0,0.0,500.0,Chattanooga,TN,Tennessee,5,Chicago,IL,Illinois,6
452431,23,3,OO,OO,N917SW,5277,ORD,CHA,1400-1459,1.0,0.0,500.0,Chicago,IL,Illinois,6,Chattanooga,TN,Tennessee,5
452432,23,3,OO,OO,N917SW,5277,ORD,CHA,1400-1459,1.0,0.0,500.0,Chicago,IL,Illinois,6,Chattanooga,TN,Tennessee,5
452452,23,3,OO,OO,N930SW,5298,ORD,SBN,1700-1759,1.0,0.0,84.0,Chicago,IL,Illinois,6,South Bend,IN,Indiana,5
452453,23,3,OO,OO,N930SW,5298,ORD,SBN,1700-1759,1.0,0.0,84.0,Chicago,IL,Illinois,6,South Bend,IN,Indiana,5
452456,23,3,OO,OO,N987SW,5301,ORD,XNA,1500-1559,1.0,0.0,522.0,Chicago,IL,Illinois,6,Fayetteville,AR,Arkansas,6
452457,23,3,OO,OO,N987SW,5301,ORD,XNA,1500-1559,1.0,0.0,522.0,Chicago,IL,Illinois,6,Fayetteville,AR,Arkansas,6
452459,23,3,OO,OO,N923SW,5304,PIA,ORD,1300-1359,1.0,0.0,130.0,Peoria,IL,Illinois,6,Chicago,IL,Illinois,6
452460,23,3,OO,OO,N923SW,5304,PIA,ORD,1300-1359,1.0,0.0,130.0,Peoria,IL,Illinois,6,Chicago,IL,Illinois,6
452461,23,3,OO,OO,N923SW,5305,BHM,ORD,1800-1859,1.0,0.0,583.0,Birmingham,AL,Alabama,6,Chicago,IL,Illinois,6
452462,23,3,OO,OO,N923SW,5305,BHM,ORD,1800-1859,1.0,0.0,583.0,Birmingham,AL,Alabama,6,Chicago,IL,Illinois,6
452477,23,3,OO,OO,N970SW,5323,ORD,ICT,1500-1559,1.0,0.0,588.0,Chicago,IL,Illinois,6,Wichita,KS,Kansas,6
452478,23,3,OO,OO,N970SW,5323,ORD,ICT,1500-1559,1.0,0.0,588.0,Chicago,IL,Illinois,6,Wichita,KS,Kansas,6
452485,23,3,OO,OO,N423SW,5330,SBN,ORD,0600-0659,1.0,0.0,84.0,South Bend,IN,Indiana,5,Chicago,IL,Illinois,6
452486,23,3,OO,OO,N423SW,5330,SBN,ORD,0600-0659,1.0,0.0,84.0,South Bend,IN,Indiana,5,Chicago,IL,Illinois,6
452520,23,3,OO,OO,N987SW,5361,XNA,ORD,1800-1859,1.0,0.0,522.0,Fayetteville,AR,Arkansas,6,Chicago,IL,Illinois,6
452521,23,3,OO,OO,N987SW,5361,XNA,ORD,1800-1859,1.0,0.0,522.0,Fayetteville,AR,Arkansas,6,Chicago,IL,Illinois,6
452538,23,3,OO,OO,N923SW,5381,ORD,PIA,1200-1259,1.0,0.0,130.0,Chicago,IL,Illinois,6,Peoria,IL,Illinois,6
452539,23,3,OO,OO,N923SW,5381,ORD,PIA,1200-1259,1.0,0.0,130.0,Chicago,IL,Illinois,6,Peoria,IL,Illinois,6
452545,23,3,OO,OO,N965SW,5386,LEX,ORD,1400-1459,1.0,0.0,323.0,Lexington,KY,Kentucky,5,Chicago,IL,Illinois,6
452546,23,3,OO,OO,N965SW,5386,LEX,ORD,1400-1459,1.0,0.0,323.0,Lexington,KY,Kentucky,5,Chicago,IL,Illinois,6
452559,23,3,OO,OO,N934SW,5399,SBN,ORD,0900-0959,1.0,0.0,84.0,South Bend,IN,Indiana,5,Chicago,IL,Illinois,6
452560,23,3,OO,OO,N934SW,5399,SBN,ORD,0900-0959,1.0,0.0,84.0,South Bend,IN,Indiana,5,Chicago,IL,Illinois,6
452598,23,3,OO,OO,N106SY,5439,FAR,ORD,0600-0659,1.0,0.0,557.0,Fargo,ND,North Dakota,6,Chicago,IL,Illinois,6
452599,23,3,OO,OO,N106SY,5439,FAR,ORD,0600-0659,1.0,0.0,557.0,Fargo,ND,North Dakota,6,Chicago,IL,Illinois,6
452669,23,3,OO,OO,N915SW,5523,SFO,ACV,2200-2259,1.0,0.0,250.0,San Francisco,CA,California,8,Eureka,CA,California,8
452697,23,3,OO,OO,N143SY,5550,XNA,SFO,0700-0759,1.0,0.0,1550.0,Fayetteville,AR,Arkansas,6,San Francisco,CA,California,8
